folder,instance,config,runsolver_user_time,runsolver_system_time,cpu_time
AMOSUM_GraphColouring_old,/home/guests/mmacri/AMOSUM/benchmarks/GraphColouring/training-instances-gc/0123-wgc-n100-d30-p89.asp,"sh -c 'amoclingo -e=/home/guests/mmacri/AMOSUM/benchmarks/GraphColouring/encoding-amosum-amo.asp -l=false -m=minfly -lg=cpp -i=""$0""'",0.80464,0.08014,0.88478
AMOSUM_GraphColouring_old,/home/guests/mmacri/AMOSUM/benchmarks/GraphColouring/training-instances-gc/0009-wgc-n20-d30-p31.asp,"sh -c 'amoclingo -e=/home/guests/mmacri/AMOSUM/benchmarks/GraphColouring/encoding-amosum-amo.asp -l=false -m=minfly -lg=cpp -i=""$0""'",0.473193,0.036446,0.509639
AMOSUM_GraphColouring_old,/home/guests/mmacri/AMOSUM/benchmarks/GraphColouring/training-instances-gc/0018-wgc-n20-d50-p40.asp,"sh -c 'amoclingo -e=/home/guests/mmacri/AMOSUM/benchmarks/GraphColouring/encoding-amosum-amo.asp -l=false -m=minfly -lg=cpp -i=""$0""'",0.475687,0.054438,0.5301250000000001
AMOSUM_GraphColouring_old,/home/guests/mmacri/AMOSUM/benchmarks/GraphColouring/training-instances-gc/0014-wgc-n20-d50-p30.asp,"sh -c 'amoclingo -e=/home/guests/mmacri/AMOSUM/benchmarks/GraphColouring/encoding-amosum-amo.asp -l=false -m=minfly -lg=cpp -i=""$0""'",0.482809,0.034101,0.51691
AMOSUM_GraphColouring_old,/home/guests/mmacri/AMOSUM/benchmarks/GraphColouring/training-instances-gc/0030-wgc-n20-d70-p58.asp,"sh -c 'amoclingo -e=/home/guests/mmacri/AMOSUM/benchmarks/GraphColouring/encoding-amosum-amo.asp -l=false -m=minfly -lg=cpp -i=""$0""'",0.469757,0.057452,0.527209
AMOSUM_GraphColouring_old,/home/guests/mmacri/AMOSUM/benchmarks/GraphColouring/training-instances-gc/0043-wgc-n40-d50-p79.asp,"sh -c 'amoclingo -e=/home/guests/mmacri/AMOSUM/benchmarks/GraphColouring/encoding-amosum-amo.asp -l=false -m=minfly -lg=cpp -i=""$0""'",0.528023,0.048113,0.576136
AMOSUM_GraphColouring_old,/home/guests/mmacri/AMOSUM/benchmarks/GraphColouring/training-instances-gc/0024-wgc-n20-d70-p48.asp,"sh -c 'amoclingo -e=/home/guests/mmacri/AMOSUM/benchmarks/GraphColouring/encoding-amosum-amo.asp -l=false -m=minfly -lg=cpp -i=""$0""'",0.47533,0.055624,0.5309539999999999
AMOSUM_GraphColouring_old,/home/guests/mmacri/AMOSUM/benchmarks/GraphColouring/training-instances-gc/0032-wgc-n40-d30-p9.asp,"sh -c 'amoclingo -e=/home/guests/mmacri/AMOSUM/benchmarks/GraphColouring/encoding-amosum-amo.asp -l=false -m=minfly -lg=cpp -i=""$0""'",0.472505,0.075938,0.548443
AMOSUM_GraphColouring_old,/home/guests/mmacri/AMOSUM/benchmarks/GraphColouring/training-instances-gc/0073-wgc-n60-d50-p8.asp,"sh -c 'amoclingo -e=/home/guests/mmacri/AMOSUM/benchmarks/GraphColouring/encoding-amosum-amo.asp -l=false -m=minfly -lg=cpp -i=""$0""'",0.591346,0.080298,0.671644
AMOSUM_GraphColouring_old,/home/guests/mmacri/AMOSUM/benchmarks/GraphColouring/training-instances-gc/0069-wgc-n60-d30-p91.asp,"sh -c 'amoclingo -e=/home/guests/mmacri/AMOSUM/benchmarks/GraphColouring/encoding-amosum-amo.asp -l=false -m=minfly -lg=cpp -i=""$0""'",0.557864,0.040382,0.598246
AMOSUM_GraphColouring_old,/home/guests/mmacri/AMOSUM/benchmarks/GraphColouring/training-instances-gc/0138-wgc-n100-d50-p68.asp,"sh -c 'amoclingo -e=/home/guests/mmacri/AMOSUM/benchmarks/GraphColouring/encoding-amosum-amo.asp -l=false -m=minfly -lg=cpp -i=""$0""'",1.08271,0.06839,1.1511
AMOSUM_GraphColouring_old,/home/guests/mmacri/AMOSUM/benchmarks/GraphColouring/training-instances-gc/0138-wgc-n100-d50-p41.asp,"sh -c 'amoclingo -e=/home/guests/mmacri/AMOSUM/benchmarks/GraphColouring/encoding-amosum-amo.asp -l=false -m=minfly -lg=cpp -i=""$0""'",4.69185,0.055736,4.747585999999999
AMOSUM_GraphColouring_old,/home/guests/mmacri/AMOSUM/benchmarks/GraphColouring/training-instances-gc/0081-wgc-n60-d70-p60.asp,"sh -c 'amoclingo -e=/home/guests/mmacri/AMOSUM/benchmarks/GraphColouring/encoding-amosum-amo.asp -l=false -m=minfly -lg=cpp -i=""$0""'",0.670317,0.074799,0.7451160000000001
AMOSUM_GraphColouring_old,/home/guests/mmacri/AMOSUM/benchmarks/GraphColouring/training-instances-gc/0084-wgc-n60-d70-p51.asp,"sh -c 'amoclingo -e=/home/guests/mmacri/AMOSUM/benchmarks/GraphColouring/encoding-amosum-amo.asp -l=false -m=minfly -lg=cpp -i=""$0""'",0.683608,0.074009,0.757617
AMOSUM_GraphColouring_old,/home/guests/mmacri/AMOSUM/benchmarks/GraphColouring/training-instances-gc/0148-wgc-n100-d70-p69.asp,"sh -c 'amoclingo -e=/home/guests/mmacri/AMOSUM/benchmarks/GraphColouring/encoding-amosum-amo.asp -l=false -m=minfly -lg=cpp -i=""$0""'",1.213,0.094001,1.307001
AMOSUM_GraphColouring_old,/home/guests/mmacri/AMOSUM/benchmarks/GraphColouring/training-instances-gc/0150-wgc-n100-d70-p60.asp,"sh -c 'amoclingo -e=/home/guests/mmacri/AMOSUM/benchmarks/GraphColouring/encoding-amosum-amo.asp -l=false -m=minfly -lg=cpp -i=""$0""'",1.7271,0.075778,1.802878
AMOSUM_GraphColouring_old,/home/guests/mmacri/AMOSUM/benchmarks/GraphColouring/training-instances-gc/0036-wgc-n40-d30-p21.asp,"sh -c 'amoclingo -e=/home/guests/mmacri/AMOSUM/benchmarks/GraphColouring/encoding-amosum-amo.asp -l=false -m=minfly -lg=cpp -i=""$0""'",0.494442,0.049679,0.544121
AMOSUM_GraphColouring_old,/home/guests/mmacri/AMOSUM/benchmarks/GraphColouring/training-instances-gc/0032-wgc-n40-d30-p40.asp,"sh -c 'amoclingo -e=/home/guests/mmacri/AMOSUM/benchmarks/GraphColouring/encoding-amosum-amo.asp -l=false -m=minfly -lg=cpp -i=""$0""'",0.602817,0.071752,0.6745690000000001
AMOSUM_GraphColouring_old,/home/guests/mmacri/AMOSUM/benchmarks/GraphColouring/training-instances-gc/0041-wgc-n40-d50-p21.asp,"sh -c 'amoclingo -e=/home/guests/mmacri/AMOSUM/benchmarks/GraphColouring/encoding-amosum-amo.asp -l=false -m=minfly -lg=cpp -i=""$0""'",0.61369,0.075003,0.688693
AMOSUM_GraphColouring_old,/home/guests/mmacri/AMOSUM/benchmarks/GraphColouring/training-instances-gc/0128-wgc-n100-d30-p58.asp,"sh -c 'amoclingo -e=/home/guests/mmacri/AMOSUM/benchmarks/GraphColouring/encoding-amosum-amo.asp -l=false -m=minfly -lg=cpp -i=""$0""'",4.00798,0.088384,4.0963639999999995
AMOSUM_GraphColouring_old,/home/guests/mmacri/AMOSUM/benchmarks/GraphColouring/training-instances-gc/0116-wgc-n80-d70-p88.asp,"sh -c 'amoclingo -e=/home/guests/mmacri/AMOSUM/benchmarks/GraphColouring/encoding-amosum-amo.asp -l=false -m=minfly -lg=cpp -i=""$0""'",0.895352,0.053035,0.9483870000000001
